"日付け","終値","始値","高値","安値","出来高","前日比%"
"2017年07月06日","2,593.10","2,598.60","2,603.30","2,546.00","9.83K","-0.21%"
"2017年07月05日","2,598.50","2,579.90","2,617.60","2,482.50","13.54K","0.62%"
"2017年07月04日","2,582.60","2,525.90","2,628.00","2,512.40","15.75K","2.32%"
"2017年07月03日","2,524.00","2,445.10","2,584.00","2,416.20","16.14K","3.23%"
"2017年07月02日","2,445.00","2,346.20","2,470.00","2,302.00","12.03K","4.06%"
"2017年07月01日","2,349.50","2,420.60","2,440.90","2,291.00","15.08K","-2.94%"
"2017年06月30日","2,420.70","2,472.40","2,511.10","2,406.60","10.40K","-2.00%"
"2017年06月29日","2,470.10","2,518.20","2,537.00","2,424.10","12.96K","-1.91%"
"2017年06月28日","2,518.20","2,521.30","2,561.10","2,403.20","21.83K","-0.12%"
"2017年06月27日","2,521.20","2,393.50","2,524.00","2,208.10","33.49K","5.29%"
"2017年06月26日","2,394.60","2,480.00","2,510.40","2,258.70","36.37K","-3.35%"
"2017年06月25日","2,477.70","2,502.60","2,595.00","2,369.10","18.13K","-0.99%"
"2017年06月24日","2,502.60","2,674.90","2,700.00","2,454.10","16.77K","-6.44%"
"2017年06月23日","2,674.90","2,672.80","2,725.30","2,652.80","8.14K","0.08%"
"2017年06月22日","2,672.80","2,624.40","2,709.00","2,554.80","15.18K","1.97%"
"2017年06月21日","2,621.20","2,715.30","2,760.00","2,573.30","24.54K","-3.36%"
"2017年06月20日","2,712.20","2,585.00","2,779.60","2,568.20","20.56K","5.09%"
"2017年06月19日","2,580.80","2,494.90","2,592.70","2,481.40","13.71K","3.58%"
"2017年06月18日","2,491.50","2,610.10","2,635.00","2,421.00","19.99K","-4.54%"
"2017年06月17日","2,610.00","2,435.50","2,636.90","2,368.70","16.64K","7.10%"
"2017年06月16日","2,437.00","2,377.50","2,480.00","2,261.20","22.41K","2.51%"
"2017年06月15日","2,377.40","2,394.30","2,455.00","2,050.00","55.83K","-0.74%"
"2017年06月14日","2,395.04","2,677.10","2,720.00","2,284.40","34.71K","-10.51%"
"2017年06月13日","2,676.40","2,570.00","2,730.00","2,532.60","23.18K","4.07%"
"2017年06月12日","2,571.80","2,941.80","2,961.90","2,298.23","48.34K","-12.41%"
"2017年06月11日","2,936.30","2,806.00","3,000.00","2,793.80","19.03K","4.64%"
"2017年06月10日","2,806.00","2,809.90","2,890.50","2,750.80","16.17K","-0.11%"
"2017年06月09日","2,809.00","2,781.50","2,849.80","2,769.60","9.52K","0.97%"
"2017年06月08日","2,782.10","2,642.00","2,789.30","2,570.10","16.98K","5.28%"
"2017年06月07日","2,642.63","2,844.60","2,850.00","2,600.20","22.10K","-7.07%"
"2017年06月06日","2,843.60","2,636.90","2,896.50","2,620.00","42.68K","7.87%"
"2017年06月05日","2,636.20","2,488.20","2,637.50","2,480.00","15.39K","5.95%"
"2017年06月04日","2,488.20","2,461.60","2,498.00","2,376.40","11.88K","1.11%"
"2017年06月03日","2,461.00","2,405.90","2,481.00","2,348.00","10.77K","2.29%"
"2017年06月02日","2,405.88","2,312.00","2,407.80","2,271.90","12.55K","4.08%"
"2017年06月01日","2,311.60","2,191.83","2,366.70","2,187.40","18.96K","5.46%"
"2017年05月31日","2,191.83","2,147.29","2,240.10","2,002.10","21.24K","2.10%"
"2017年05月30日","2,146.70","2,207.40","2,263.10","2,080.40","21.45K","-2.75%"
"2017年05月29日","2,207.40","2,056.90","2,249.80","1,990.10","16.46K","7.33%"
"2017年05月28日","2,056.60","1,980.00","2,193.00","1,955.50","25.78K","4.27%"
"2017年05月27日","1,972.30","2,125.90","2,207.90","1,810.00","47.12K","-7.29%"
"2017年05月26日","2,127.30","2,268.10","2,477.00","2,008.70","39.76K","-5.54%"
"2017年05月25日","2,252.00","2,392.60","2,689.00","2,142.10","55.10K","-5.96%"
"2017年05月24日","2,394.80","2,250.00","2,443.80","2,247.70","29.63K","6.47%"
"2017年05月23日","2,249.30","2,087.50","2,262.90","2,060.00","22.49K","7.85%"
"2017年05月22日","2,085.50","2,026.50","2,219.90","1,979.20","57.24K","2.77%"
"2017年05月21日","2,029.20","2,059.30","2,099.10","2,001.00","17.22K","-1.48%"
"2017年05月20日","2,059.70","1,966.50","2,072.20","1,963.60","21.69K","4.74%"
"2017年05月19日","1,966.50","1,941.50","2,000.00","1,925.00","23.00K","1.29%"
"2017年05月18日","1,941.50","1,870.00","1,949.90","1,861.00","12.91K","3.82%"
"2017年05月17日","1,870.00","1,786.20","1,892.90","1,766.40","15.91K","4.72%"
"2017年05月16日","1,785.70","1,772.00","1,795.10","1,728.00","9.86K","0.74%"
"2017年05月15日","1,772.50","1,826.80","1,828.50","1,720.00","15.76K","-3.04%"
"2017年05月14日","1,828.10","1,820.60","1,852.40","1,780.00","11.31K","0.42%"
"2017年05月13日","1,820.40","1,735.00","1,824.00","1,666.00","16.60K","4.92%"
"2017年05月12日","1,735.00","1,853.90","1,864.80","1,700.80","21.40K","-6.41%"
"2017年05月11日","1,853.90","1,796.90","1,908.00","1,766.60","24.39K","3.18%"
"2017年05月10日","1,796.80","1,759.80","1,817.40","1,722.30","18.62K","2.09%"
"2017年05月09日","1,760.00","1,703.50","1,813.90","1,695.10","31.21K","3.33%"
"2017年05月08日","1,703.20","1,619.80","1,715.00","1,618.90","19.91K","5.14%"
"2017年05月07日","1,619.90","1,597.00","1,631.30","1,575.10","13.91K","1.43%"
"2017年05月06日","1,597.10","1,545.10","1,605.00","1,545.00","14.02K","3.37%"
"2017年05月05日","1,545.10","1,607.20","1,665.50","1,511.70","32.64K","-3.86%"
"2017年05月04日","1,607.10","1,619.40","1,701.90","1,521.10","31.49K","-0.66%"
"2017年05月03日","1,617.80","1,558.50","1,626.90","1,542.00","17.07K","3.71%"
"2017年05月02日","1,560.00","1,533.00","1,604.60","1,479.20","16.73K","1.75%"
"2017年05月01日","1,533.10","1,435.00","1,560.00","1,432.00","22.30K","6.82%"
"2017年04月30日","1,435.20","1,425.40","1,443.50","1,403.30","8.52K","0.81%"
"2017年04月29日","1,423.60","1,415.60","1,436.60","1,401.50","8.77K","0.57%"
"2017年04月28日","1,415.60","1,440.30","1,447.00","1,368.30","14.02K","-1.71%"
"2017年04月27日","1,440.30","1,399.30","1,449.70","1,392.50","10.40K","2.93%"
"2017年04月26日","1,399.30","1,371.00","1,411.70","1,365.10","11.81K","2.12%"
"2017年04月25日","1,370.30","1,345.00","1,378.50","1,342.10","8.27K","1.88%"
"2017年04月24日","1,345.00","1,355.30","1,359.60","1,326.90","7.91K","-0.75%"
"2017年04月23日","1,355.20","1,346.40","1,359.00","1,336.00","7.75K","0.57%"
"2017年04月22日","1,347.50","1,327.10","1,353.10","1,290.10","12.37K","1.65%"
"2017年04月21日","1,325.60","1,308.70","1,333.10","1,307.50","8.00K","1.31%"
"2017年04月20日","1,308.40","1,260.50","1,325.70","1,260.10","15.62K","3.80%"
"2017年04月19日","1,260.50","1,265.40","1,272.00","1,255.00","7.58K","-0.39%"
"2017年04月18日","1,265.40","1,240.00","1,274.80","1,237.00","16.14K","2.05%"
"2017年04月17日","1,240.00","1,212.50","1,247.00","1,202.20","15.15K","2.31%"
"2017年04月16日","1,212.00","1,193.30","1,217.60","1,190.40","4.50K","1.57%"
"2017年04月15日","1,193.30","1,206.80","1,215.00","1,190.00","9.15K","-1.12%"
"2017年04月14日","1,206.80","1,187.00","1,219.10","1,184.00","12.32K","1.67%"
"2017年04月13日","1,187.00","1,227.40","1,235.10","1,163.50","19.14K","-3.29%"
"2017年04月12日","1,227.40","1,236.90","1,239.00","1,221.00","12.01K","-0.66%"
"2017年04月11日","1,235.60","1,220.30","1,243.40","1,209.10","9.56K","1.25%"
"2017年04月10日","1,220.30","1,215.90","1,229.90","1,208.10","11.55K","0.36%"
"2017年04月09日","1,215.90","1,188.10","1,226.90","1,180.20","16.31K","2.34%"
"2017年04月08日","1,188.10","1,196.60","1,202.60","1,171.30","11.02K","-0.71%"
"2017年04月07日","1,196.60","1,191.50","1,208.90","1,176.70","20.44K","0.43%"
"2017年04月06日","1,191.50","1,140.30","1,206.40","1,140.30","32.17K","4.46%"
"2017年04月05日","1,140.60","1,145.80","1,146.70","1,112.30","22.55K","-0.38%"
"2017年04月04日","1,145.00","1,150.10","1,161.90","1,124.10","21.16K","-0.45%"
"2017年04月03日","1,150.20","1,107.80","1,159.90","1,107.80","30.42K","3.85%"
"2017年04月02日","1,107.60","1,093.50","1,118.20","1,081.00","20.42K","1.32%"
"2017年04月01日","1,093.20","1,081.30","1,106.90","1,070.20","17.00K","1.06%"
"2017年03月31日","1,081.70","1,042.10","1,089.40","1,041.00","27.50K","3.91%"
"2017年03月30日","1,041.00","1,041.70","1,053.50","1,022.20","24.81K","-0.08%"
"2017年03月29日","1,041.80","1,044.70","1,058.90","1,009.30","22.32K","-0.28%"
"2017年03月28日","1,044.70","1,042.80","1,066.50","1,016.80","25.25K","0.19%"
"2017年03月27日","1,042.70","968.90","1,046.90","960.10","31.91K","7.61%"
"2017年03月26日","969.00","971.31","1,005.50","950.10","33.26K","-0.33%"
"2017年03月25日","972.17","942.13","980.00","891.00","46.01K","3.08%"
"2017年03月24日","943.10","1,032.70","1,034.20","928.30","43.52K","-8.70%"
"2017年03月23日","1,033.00","1,039.40","1,055.00","1,018.00","19.33K","-0.59%"
"2017年03月22日","1,039.10","1,115.90","1,116.00","986.30","41.33K","-6.81%"
"2017年03月21日","1,115.00","1,040.40","1,120.90","1,040.10","33.42K","7.31%"
"2017年03月20日","1,039.00","1,016.50","1,052.10","1,011.20","20.53K","2.25%"
"2017年03月19日","1,016.10","971.90","1,058.90","971.00","40.55K","4.64%"
"2017年03月18日","971.00","1,067.80","1,097.10","935.11","87.88K","-9.12%"
"2017年03月17日","1,068.40","1,169.10","1,169.60","1,066.00","59.21K","-8.61%"
"2017年03月16日","1,169.00","1,256.10","1,259.70","1,132.50","51.49K","-6.93%"
"2017年03月15日","1,256.10","1,245.00","1,262.00","1,241.30","15.84K","0.89%"
"2017年03月14日","1,245.00","1,238.50","1,257.90","1,218.90","17.97K","0.52%"
"2017年03月13日","1,238.50","1,224.40","1,246.90","1,207.50","23.07K","1.09%"
"2017年03月12日","1,225.20","1,172.40","1,232.60","1,167.50","18.97K","4.47%"
"2017年03月11日","1,172.80","1,113.50","1,196.10","1,107.00","31.26K","5.32%"
"2017年03月10日","1,113.60","1,190.40","1,328.80","971.00","104.89K","-6.45%"
"2017年03月09日","1,190.40","1,150.00","1,207.50","1,136.00","24.15K","3.58%"
"2017年03月08日","1,149.30","1,232.40","1,243.60","1,142.20","46.82K","-6.74%"
"2017年03月07日","1,232.40","1,279.20","1,281.80","1,185.90","42.01K","-3.67%"
"2017年03月06日","1,279.30","1,278.40","1,287.80","1,268.60","9.60K","0.07%"
"2017年03月05日","1,278.40","1,267.80","1,279.80","1,245.30","9.32K","0.84%"
"2017年03月04日","1,267.80","1,289.10","1,291.80","1,240.10","15.55K","-1.58%"
"2017年03月03日","1,288.20","1,257.60","1,294.70","1,256.60","22.29K","2.05%"
"2017年03月02日","1,262.30","1,232.90","1,283.10","1,213.00","30.55K","2.39%"
"2017年03月01日","1,232.80","1,189.10","1,233.50","1,186.00","22.49K","3.68%"
"2017年02月28日","1,189.10","1,196.00","1,216.00","1,177.80","17.47K","-0.54%"
"2017年02月27日","1,195.50","1,178.30","1,202.60","1,171.00","11.76K","1.46%"
"2017年02月26日","1,178.30","1,153.00","1,185.90","1,130.90","11.08K","2.19%"
"2017年02月25日","1,153.00","1,185.40","1,189.90","1,131.50","16.29K","-2.71%"
"2017年02月24日","1,185.10","1,189.90","1,222.20","1,111.10","48.21K","-0.49%"
"2017年02月23日","1,190.90","1,125.50","1,196.90","1,120.40","26.12K","5.83%"
"2017年02月22日","1,125.30","1,129.60","1,140.00","1,106.40","14.33K","-0.38%"
"2017年02月21日","1,129.60","1,091.30","1,134.00","1,085.00","24.50K","3.52%"
"2017年02月20日","1,091.20","1,056.20","1,100.30","1,044.10","13.29K","3.31%"
"2017年02月19日","1,056.20","1,059.80","1,066.00","1,045.00","6.44K","-0.34%"
"2017年02月18日","1,059.80","1,056.20","1,071.10","1,053.10","7.15K","0.34%"
"2017年02月17日","1,056.20","1,038.50","1,065.80","1,034.10","16.17K","1.71%"
"2017年02月16日","1,038.40","1,013.90","1,045.70","1,013.90","11.26K","2.43%"
"2017年02月15日","1,013.80","1,013.30","1,017.30","1,002.40","5.61K","0.01%"
"2017年02月14日","1,013.70","996.52","1,019.00","988.88","12.20K","1.73%"
"2017年02月13日","996.50","996.00","1,004.50","975.90","9.05K","0.05%"
"2017年02月12日","996.01","1,000.10","1,005.40","992.33","4.33K","-0.43%"
"2017年02月11日","1,000.30","992.10","1,009.00","984.19","9.32K","0.84%"
"2017年02月10日","992.00","984.97","1,002.00","949.39","24.48K","0.71%"
"2017年02月09日","984.97","1,049.00","1,078.00","936.41","59.96K","-6.09%"
"2017年02月08日","1,048.80","1,052.50","1,068.00","1,013.20","23.09K","-0.31%"
"2017年02月07日","1,052.10","1,022.60","1,056.30","1,021.70","15.19K","2.88%"
"2017年02月06日","1,022.60","1,006.60","1,026.20","1,006.00","8.90K","1.59%"
"2017年02月05日","1,006.60","1,031.10","1,033.00","996.35","16.19K","-2.38%"
"2017年02月04日","1,031.10","1,016.80","1,040.00","1,001.60","17.19K","1.52%"
"2017年02月03日","1,015.70","1,007.00","1,020.50","988.34","18.97K","0.99%"
"2017年02月02日","1,005.70","983.73","1,010.50","970.11","17.79K","2.23%"
"2017年02月01日","983.73","966.19","984.99","960.10","11.35K","1.82%"
"2017年01月31日","966.19","917.36","969.38","916.75","19.65K","5.32%"
"2017年01月30日","917.36","912.55","920.79","910.01","3.45K","0.53%"
"2017年01月29日","912.56","919.43","922.99","910.72","2.70K","-0.75%"
"2017年01月28日","919.43","916.70","923.98","915.01","3.61K","0.30%"
"2017年01月27日","916.70","915.12","922.16","905.05","10.14K","0.17%"
"2017年01月26日","915.12","893.35","917.64","893.35","9.82K","2.44%"
"2017年01月25日","893.35","886.10","899.61","884.20","10.48K","0.82%"
"2017年01月24日","886.10","908.41","927.00","884.20","20.73K","-2.63%"
"2017年01月23日","910.03","923.72","928.82","910.03","9.63K","-1.48%"
"2017年01月22日","923.72","924.02","939.73","892.00","21.84K","-0.03%"
"2017年01月21日","924.02","895.74","931.01","893.89","12.17K","3.13%"
"2017年01月20日","895.96","900.29","904.50","883.34","9.49K","-0.48%"
"2017年01月19日","900.29","887.60","908.20","884.57","15.08K","1.41%"
"2017年01月18日","887.76","903.99","913.85","847.30","21.30K","-1.80%"
"2017年01月17日","903.99","830.10","910.77","828.00","27.34K","8.90%"
"2017年01月16日","830.10","820.74","837.89","814.79","7.65K","1.14%"
"2017年01月15日","820.74","815.30","822.98","805.13","5.39K","0.67%"
"2017年01月14日","815.30","828.12","838.54","800.71","12.53K","-1.55%"
"2017年01月13日","828.12","804.58","832.29","776.00","25.88K","2.93%"
"2017年01月12日","804.58","779.54","831.16","738.66","35.91K","3.34%"
"2017年01月11日","778.58","905.76","922.63","760.00","62.87K","-14.04%"
"2017年01月10日","905.76","903.00","917.88","895.50","12.14K","0.31%"
"2017年01月09日","903.00","915.90","916.10","876.30","16.59K","-1.41%"
"2017年01月08日","915.90","908.84","942.50","890.00","30.75K","0.78%"
"2017年01月07日","908.84","898.50","911.00","816.10","40.60K","1.21%"
"2017年01月06日","898.00","1,003.80","1,025.00","871.00","57.40K","-10.49%"
"2017年01月05日","1,003.20","1,139.80","1,166.00","865.38","91.20K","-11.97%"
"2017年01月04日","1,139.60","1,037.50","1,150.00","1,036.40","53.73K","9.84%"
"2017年01月03日","1,037.50","1,019.30","1,038.70","1,013.50","14.11K","1.79%"
"2017年01月02日","1,019.30","999.24","1,034.80","997.30","21.82K","2.03%"
"2017年01月01日","998.99","966.58","1,006.50","961.26","13.44K","3.35%"
"2016年12月31日","966.58","959.16","968.00","945.01","7.16K","0.76%"
"2016年12月30日","959.26","974.74","974.74","929.75","19.36K","-1.37%"
"2016年12月29日","972.63","981.70","983.00","948.99","22.56K","-0.92%"
"2016年12月28日","981.70","936.43","983.00","936.38","20.82K","4.85%"
"2016年12月27日","936.32","906.40","940.00","903.51","9.19K","3.30%"
"2016年12月26日","906.40","898.00","919.99","894.21","11.83K","0.94%"
"2016年12月25日","897.99","895.24","901.48","858.63","12.04K","0.31%"
"2016年12月24日","895.24","918.99","919.85","882.79","7.39K","-2.58%"
"2016年12月23日","918.99","859.20","920.00","859.00","26.03K","6.96%"
"2016年12月22日","859.20","829.34","873.86","825.00","15.25K","3.52%"
"2016年12月21日","829.99","798.77","830.50","794.99","16.22K","4.01%"
"2016年12月20日","797.99","790.59","802.33","788.01","6.99K","0.94%"
"2016年12月19日","790.59","790.21","792.21","787.96","2.15K","0.05%"
"2016年12月18日","790.21","790.99","792.80","784.39","2.43K","-0.10%"
"2016年12月17日","790.99","784.17","793.00","784.17","6.20K","0.87%"
"2016年12月16日","784.17","777.43","785.03","775.86","4.77K","0.87%"
"2016年12月15日","777.43","774.49","780.11","774.49","3.18K","0.38%"
"2016年12月14日","774.49","775.00","781.16","771.17","3.68K","-0.07%"
"2016年12月13日","775.00","777.99","788.86","763.70","5.58K","-0.38%"
"2016年12月12日","777.99","770.21","784.10","770.21","6.76K","1.01%"
"2016年12月11日","770.21","772.90","773.73","761.84","4.14K","-0.35%"
"2016年12月10日","772.90","770.50","777.77","769.99","3.36K","0.31%"
"2016年12月09日","770.50","765.01","772.72","765.00","3.65K","0.72%"
"2016年12月08日","765.01","765.01","773.20","762.66","4.75K","0.00%"
"2016年12月07日","765.01","757.18","772.15","749.11","10.69K","1.01%"
"2016年12月06日","757.36","750.62","758.50","750.44","5.28K","0.90%"
"2016年12月05日","750.62","768.50","768.99","744.59","10.07K","-2.33%"
"2016年12月04日","768.50","765.46","769.99","760.90","4.20K","0.42%"
"2016年12月03日","765.27","774.88","774.88","755.99","5.73K","-1.24%"
"2016年12月02日","774.91","755.36","779.21","755.15","13.41K","2.59%"
"2016年12月01日","755.36","739.00","756.00","738.80","13.40K","2.21%"
"2016年11月30日","739.00","731.05","743.14","729.13","5.53K","1.09%"
"2016年11月29日","731.05","731.52","733.93","728.68","5.65K","-0.06%"
"2016年11月28日","731.52","724.90","734.99","724.90","4.14K","0.90%"
"2016年11月27日","724.99","731.19","736.19","722.50","3.49K","-0.85%"
"2016年11月26日","731.19","740.36","740.99","720.00","4.49K","-1.24%"
"2016年11月25日","740.36","737.68","741.12","730.00","4.06K","0.36%"
