timestamp,open,high,low,close,volumefrom
2011/10/7 9:00,429.06,429.06,429.06,429.06,0
2011/10/8 9:00,429.06,429.06,429.06,429.06,0
2011/10/9 9:00,429.06,429.06,429.06,429.06,0
2011/10/10 9:00,429.06,429.06,429.06,429.06,0
2011/10/11 9:00,429.06,429.06,429.06,429.06,0
2011/10/12 9:00,429.06,429.06,429.06,429.06,0
2011/10/13 9:00,429.06,310.88,310.88,310.88,0.3216
2011/10/14 9:00,310.88,310.88,310.88,310.88,0
2011/10/15 9:00,310.88,310.88,310.88,310.88,0
2011/10/16 9:00,310.88,310.88,310.88,310.88,0
2011/10/17 9:00,310.88,270.52,270.52,270.52,6.09
2011/10/18 9:00,270.52,211.31,211.31,211.31,0.4704
2011/10/19 9:00,211.31,211.31,211.31,211.31,0
2011/10/20 9:00,211.31,211.31,211.31,211.31,0
2011/10/21 9:00,211.31,211.31,211.31,211.31,0
2011/10/22 9:00,211.31,211.31,211.31,211.31,0
2011/10/23 9:00,211.31,211.31,211.31,211.31,0
2011/10/24 9:00,211.31,211.31,211.31,211.31,0
2011/10/25 9:00,211.31,211.31,211.31,211.31,0
2011/10/26 9:00,211.31,211.31,211.31,211.31,0
2011/10/27 9:00,211.31,211.31,211.31,211.31,0
2011/10/28 9:00,211.31,211.31,211.31,211.31,0
2011/10/29 9:00,211.31,211.31,211.31,211.31,0
2011/10/30 9:00,211.31,211.31,211.31,211.31,0
2011/10/31 9:00,211.31,211.31,211.31,211.31,0
2011/11/1 9:00,211.31,211.31,211.31,211.31,0
2011/11/2 9:00,211.31,211.31,211.31,211.31,0
2011/11/3 9:00,211.31,211.31,211.31,211.31,0
2011/11/4 9:00,211.31,211.31,211.31,211.31,0
2011/11/5 9:00,211.31,211.31,211.31,211.31,0
2011/11/6 9:00,211.31,211.31,211.31,211.31,0
2011/11/7 9:00,211.31,211.31,211.31,211.31,0
2011/11/8 9:00,211.31,211.31,211.31,211.31,0
2011/11/9 9:00,211.31,211.31,211.31,211.31,0
2011/11/10 9:00,211.31,235.8,235.8,235.8,42.4
2011/11/11 9:00,235.8,235.8,235.8,235.8,0
2011/11/12 9:00,235.8,235.8,235.8,235.8,0
2011/11/13 9:00,235.8,235.8,235.8,235.8,0
2011/11/14 9:00,235.8,235.8,235.8,235.8,0
2011/11/15 9:00,235.8,235.8,235.8,235.8,0
2011/11/16 9:00,235.8,235.8,235.8,235.8,0
2011/11/17 9:00,235.8,235.8,235.8,235.8,0
2011/11/18 9:00,235.8,177.84,177.84,177.84,0.0107
2011/11/19 9:00,177.84,177.84,177.84,177.84,0
2011/11/20 9:00,177.84,177.84,177.84,177.84,0
2011/11/21 9:00,177.84,175.75,174.19,175.75,17.09
2011/11/22 9:00,175.75,175.75,175.75,175.75,0
2011/11/23 9:00,175.75,175.75,175.75,175.75,0
2011/11/24 9:00,175.75,175.75,175.75,175.75,0
2011/11/25 9:00,175.75,175.75,175.75,175.75,0
2011/11/26 9:00,175.75,175.75,175.75,175.75,0
2011/11/27 9:00,175.75,175.75,175.75,175.75,0
2011/11/28 9:00,175.75,175.75,175.75,175.75,0
2011/11/29 9:00,175.75,175.75,175.75,175.75,0
2011/11/30 9:00,175.75,175.75,175.75,175.75,0
2011/12/1 9:00,175.75,175.75,175.75,175.75,0
2011/12/2 9:00,175.75,246.48,246.48,246.48,48.69
2011/12/3 9:00,246.48,246.48,246.48,246.48,0
2011/12/4 9:00,246.48,246.48,246.48,246.48,0
2011/12/5 9:00,246.48,228.33,228.33,228.33,43.8
2011/12/6 9:00,228.33,228.33,228.33,228.33,0
2011/12/7 9:00,228.33,228.33,228.33,228.33,0
2011/12/8 9:00,228.33,228.33,228.33,228.33,0
2011/12/9 9:00,228.33,228.33,228.33,228.33,0
2011/12/10 9:00,228.33,228.33,228.33,228.33,0
2011/12/11 9:00,228.33,228.33,228.33,228.33,0
2011/12/12 9:00,228.33,228.33,228.33,228.33,0
2011/12/13 9:00,228.33,228.33,228.33,228.33,0
2011/12/14 9:00,228.33,228.33,228.33,228.33,0
2011/12/15 9:00,228.33,228.33,228.33,228.33,0
2011/12/16 9:00,228.33,228.33,228.33,228.33,0
2011/12/17 9:00,228.33,228.33,228.33,228.33,0
2011/12/18 9:00,228.33,228.33,228.33,228.33,0
2011/12/19 9:00,228.33,255.43,255.43,255.43,78.3
2011/12/20 9:00,255.43,255.43,255.43,255.43,0
2011/12/21 9:00,255.43,255.43,255.43,255.43,0
2011/12/22 9:00,255.43,313.65,300.52,303.03,17.34
2011/12/23 9:00,303.03,303.03,303.03,303.03,0
2011/12/24 9:00,303.03,303.03,303.03,303.03,0
2011/12/25 9:00,303.03,303.03,303.03,303.03,0
2011/12/26 9:00,303.03,303.03,303.03,303.03,0
2011/12/27 9:00,303.03,303.03,303.03,303.03,0
2011/12/28 9:00,303.03,303.03,303.03,303.03,0
2011/12/29 9:00,303.03,303.03,303.03,303.03,0
2011/12/30 9:00,303.03,303.03,303.03,303.03,0
2011/12/31 9:00,303.03,303.03,303.03,303.03,0
2012/1/1 9:00,303.03,303.03,303.03,303.03,0
2012/1/2 9:00,303.03,303.03,303.03,303.03,0
2012/1/3 9:00,303.03,303.03,303.03,303.03,0
2012/1/4 9:00,303.03,303.03,303.03,303.03,0
2012/1/5 9:00,303.03,491.64,490.82,491.64,48.82
2012/1/6 9:00,491.64,491.64,491.64,491.64,0
2012/1/7 9:00,491.64,491.64,491.64,491.64,0
2012/1/8 9:00,491.64,491.64,491.64,491.64,0
2012/1/9 9:00,491.64,544.37,544.37,544.37,0.3
2012/1/10 9:00,544.37,498.66,498.66,498.66,0.325
2012/1/11 9:00,498.66,500,500,500,9.27
2012/1/12 9:00,500,543.75,543.75,543.75,24
2012/1/13 9:00,543.75,543.75,543.75,543.75,0
2012/1/14 9:00,543.75,543.75,543.75,543.75,0
2012/1/15 9:00,543.75,543.75,543.75,543.75,0
2012/1/16 9:00,543.75,543.75,543.75,543.75,0
2012/1/17 9:00,543.75,533.27,527.16,533.27,22.79
2012/1/18 9:00,533.27,463.53,442.66,453.75,409.7
2012/1/19 9:00,453.75,464.57,458.25,463.49,22.91
2012/1/20 9:00,463.49,511.03,504.43,511.03,39.6
2012/1/21 9:00,511.03,513.97,503.43,513.97,9.78
2012/1/22 9:00,513.97,513.97,513.97,513.97,0
2012/1/23 9:00,513.97,513.97,513.97,513.97,0
2012/1/24 9:00,513.97,513.97,513.97,513.97,0
2012/1/25 9:00,513.97,513.97,513.97,513.97,0
2012/1/26 9:00,513.97,513.97,513.97,513.97,0
2012/1/27 9:00,513.97,513.97,513.97,513.97,0
2012/1/28 9:00,513.97,513.97,513.97,513.97,0
2012/1/29 9:00,513.97,513.97,513.97,513.97,0
2012/1/30 9:00,513.97,513.97,513.97,513.97,0
2012/1/31 9:00,513.97,513.97,513.97,513.97,0
2012/2/1 9:00,513.97,513.97,513.97,513.97,0
2012/2/2 9:00,513.97,513.97,513.97,513.97,0
2012/2/3 9:00,513.97,474.31,474.31,474.31,84.33
2012/2/4 9:00,474.31,474.31,474.31,474.31,0
2012/2/5 9:00,474.31,474.31,474.31,474.31,0
2012/2/6 9:00,474.31,474.31,474.31,474.31,0
2012/2/7 9:00,474.31,474.31,474.31,474.31,0
2012/2/8 9:00,474.31,474.31,474.31,474.31,0
2012/2/9 9:00,474.31,474.31,474.31,474.31,0
2012/2/10 9:00,474.31,470,470,470,246
2012/2/11 9:00,470,470,470,470,0
2012/2/12 9:00,470,470,470,470,0
2012/2/13 9:00,470,426.22,423.5,423.5,28.11
2012/2/14 9:00,423.5,423.5,423.5,423.5,0
2012/2/15 9:00,423.5,423.5,423.5,423.5,0
2012/2/16 9:00,423.5,336.59,325.69,325.69,56.42
2012/2/17 9:00,325.69,325.69,325.69,325.69,0
2012/2/18 9:00,325.69,344.93,344.93,344.93,9.87
2012/2/19 9:00,344.93,344.93,344.93,344.93,0
2012/2/20 9:00,344.93,353.71,353.31,353.31,422.13
2012/2/21 9:00,353.31,353.31,353.31,353.31,0
2012/2/22 9:00,353.31,365.17,355.37,355.37,229
2012/2/23 9:00,355.37,402.42,374.33,376.37,179.35
2012/2/24 9:00,376.37,401.14,396.93,401.14,91.88
2012/2/25 9:00,401.14,401.14,401.14,401.14,0
2012/2/26 9:00,401.14,401.14,401.14,401.14,0
2012/2/27 9:00,401.14,401.14,401.14,401.14,0
2012/2/28 9:00,401.14,410.23,400.09,400.09,11.43
2012/2/29 9:00,400.09,402.98,401.66,402.98,39.67
2012/3/1 9:00,402.98,407.75,407.75,407.75,2
2012/3/2 9:00,407.75,407.75,407.75,407.75,0
2012/3/3 9:00,407.75,407.75,407.75,407.75,0
2012/3/4 9:00,407.75,383.16,374.9,379.13,316.45
2012/3/5 9:00,379.13,411.93,392.08,401.22,11.16
2012/3/6 9:00,401.22,412.39,412.39,412.39,0.241
2012/3/7 9:00,412.39,414.6,411.48,414.6,320.39
2012/3/8 9:00,414.6,411.25,410.56,411.25,0.4989
2012/3/9 9:00,411.25,411.25,411.25,411.25,0
2012/3/10 9:00,411.25,411.25,411.25,411.25,0
2012/3/11 9:00,411.25,409.94,405,409.94,15.11
2012/3/12 9:00,409.94,409.94,409.94,409.94,0
2012/3/13 9:00,409.94,415,410,415,6.4
2012/3/14 9:00,415,453,428.08,453,16.61
2012/3/15 9:00,453,458.44,458.36,458.44,54.52
2012/3/16 9:00,458.44,457.32,435.28,435.28,12.56
2012/3/17 9:00,435.28,435.28,435.28,435.28,0
2012/3/18 9:00,435.28,435.28,435.28,435.28,0
2012/3/19 9:00,435.28,449.04,390,390,45.8
2012/3/20 9:00,390,418.21,409.35,409.35,24
2012/3/21 9:00,409.35,414.78,396.98,414.78,2.4
2012/3/22 9:00,414.78,416.8,397,399,173.21
2012/3/23 9:00,399,403.77,395,403.77,123.57
2012/3/24 9:00,403.77,397.51,397.49,397.51,6.95
2012/3/25 9:00,397.51,381,376,376,11.86
2012/3/26 9:00,376,384.66,370.4,380.55,1.13
2012/3/27 9:00,380.55,396.54,393.27,396.54,109.66
2012/3/28 9:00,396.54,392.89,392.89,392.89,0.01
2012/3/29 9:00,392.89,407.64,407.64,407.64,58.38
2012/3/30 9:00,407.64,400,400,400,200
2012/3/31 9:00,400,399.35,399.35,399.35,0.015
2012/4/1 9:00,399.35,400,400,400,186.47
2012/4/2 9:00,400,407.04,405.69,407.04,5.56
2012/4/3 9:00,407.04,418.84,417.96,418.84,50
2012/4/4 9:00,418.84,418.84,418.84,418.84,0
2012/4/5 9:00,418.84,418.84,418.84,418.84,0
2012/4/6 9:00,418.84,416.5,397.52,416.5,797.6
2012/4/7 9:00,416.5,416.5,416.5,416.5,0
2012/4/8 9:00,416.5,416.5,416.5,416.5,0
2012/4/9 9:00,416.5,398.12,398.11,398.11,25.14
2012/4/10 9:00,398.11,398.11,398.11,398.11,0
2012/4/11 9:00,398.11,398.11,398.11,398.11,0
2012/4/12 9:00,398.11,406.12,397.6,397.6,40.8
2012/4/13 9:00,397.6,410.11,397.6,397.6,529.53
2012/4/14 9:00,397.6,397.6,397.6,397.6,0
2012/4/15 9:00,397.6,397.6,397.6,397.6,0
2012/4/16 9:00,397.6,393.64,393.64,393.64,0.09531
2012/4/17 9:00,393.64,393.64,393.64,393.64,0
2012/4/18 9:00,393.64,393.64,393.64,393.64,0
2012/4/19 9:00,393.64,419,419,419,6
2012/4/20 9:00,419,429,424,429,6.26
2012/4/21 9:00,429,448.15,446.03,448.15,98.41
2012/4/22 9:00,448.15,448.15,448.15,448.15,0
2012/4/23 9:00,448.15,434.17,432.09,434.17,452.85
2012/4/24 9:00,434.17,434.17,434.17,434.17,0
2012/4/25 9:00,434.17,434.17,434.17,434.17,0
2012/4/26 9:00,434.17,426.56,424.77,424.77,174.14
2012/4/27 9:00,424.77,424.12,422.58,424.12,5
2012/4/28 9:00,424.12,424.12,424.12,424.12,0
2012/4/29 9:00,424.12,424.12,424.12,424.12,0
2012/4/30 9:00,424.12,424.12,424.12,424.12,0
2012/5/1 9:00,424.12,424.12,424.12,424.12,0
2012/5/2 9:00,424.12,424.12,424.12,424.12,0
2012/5/3 9:00,424.12,424.12,424.12,424.12,0
2012/5/4 9:00,424.12,424.12,424.12,424.12,0
2012/5/5 9:00,424.12,424.12,424.12,424.12,0
2012/5/6 9:00,424.12,424.12,424.12,424.12,0
2012/5/7 9:00,424.12,417.19,417.19,417.19,0.08946
2012/5/8 9:00,417.19,409.45,397.03,409.45,200.13
2012/5/9 9:00,409.45,400.85,400.85,400.85,0.05789
2012/5/10 9:00,400.85,402.73,402.73,402.73,0.01349
2012/5/11 9:00,402.73,398.14,395.36,396.91,0.07179
2012/5/12 9:00,396.91,396.91,396.91,396.91,0
2012/5/13 9:00,396.91,396.91,396.91,396.91,0
2012/5/14 9:00,396.91,403.96,394.22,403.96,35.92
2012/5/15 9:00,403.96,409.68,408,408.04,48.17
2012/5/16 9:00,408.04,402.36,402.36,402.36,0.1
2012/5/17 9:00,402.36,415.54,412.77,415.54,94
2012/5/18 9:00,415.54,415.54,415.54,415.54,0
2012/5/19 9:00,415.54,415.54,415.54,415.54,0
2012/5/20 9:00,415.54,413.9,400.47,413.9,0.0489
2012/5/21 9:00,413.9,408.07,408.07,408.07,0.1797
2012/5/22 9:00,408.07,414.32,413.48,414.32,1076
2012/5/23 9:00,414.32,419.9,419.33,419.9,46
2012/5/24 9:00,419.9,419.9,419.9,419.9,0
2012/5/25 9:00,419.9,418.51,413.84,414.6,141.21
2012/5/26 9:00,414.6,414.6,414.6,414.6,0
2012/5/27 9:00,414.6,418.63,417.48,418.63,23.88
2012/5/28 9:00,418.63,419.79,414.77,419.79,47.69
2012/5/29 9:00,419.79,415,410,415,11.22
2012/5/30 9:00,415,420.41,409.52,409.52,1343.28
2012/5/31 9:00,409.52,417.37,409,409,130.98
2012/6/1 9:00,409,418.42,415.77,418.42,341.2
2012/6/2 9:00,418.42,411.33,410.45,411.33,0.947
2012/6/3 9:00,411.33,411.33,411.33,411.33,0
2012/6/4 9:00,411.33,417.32,415.34,417.32,27.63
2012/6/5 9:00,417.32,434.67,425,434.67,48.84
2012/6/6 9:00,434.67,434.67,434.67,434.67,0
2012/6/7 9:00,434.67,438.7,438.7,438.7,74.74
2012/6/8 9:00,438.7,438.7,438.7,438.7,0
2012/6/9 9:00,438.7,438.7,438.7,438.7,0
2012/6/10 9:00,438.7,438.7,438.7,438.7,0
2012/6/11 9:00,438.7,438.7,438.7,438.7,0
2012/6/12 9:00,438.7,452.88,452.77,452.88,124.57
2012/6/13 9:00,452.88,479.45,468.89,479.45,1086.3
2012/6/14 9:00,479.45,479.45,479.45,479.45,0
2012/6/15 9:00,479.45,498.76,479.69,482.42,2.06
2012/6/16 9:00,482.42,530.57,511.16,521.6,1110.86
2012/6/17 9:00,521.6,521.6,521.6,521.6,0
2012/6/18 9:00,521.6,510.92,504.61,510.5,212.01
2012/6/19 9:00,510.5,510.5,510.5,510.5,0
2012/6/20 9:00,510.5,510.5,510.5,510.5,0
2012/6/21 9:00,510.5,510.5,510.5,510.5,0
2012/6/22 9:00,510.5,549.94,540,549.94,546.58
2012/6/23 9:00,549.94,540,537.74,540,10
2012/6/24 9:00,540,540,540,540,0
2012/6/25 9:00,540,508.1,506.32,506.32,30.6
2012/6/26 9:00,506.32,527.12,500,515.4,1284.39
2012/6/27 9:00,515.4,521.8,521.8,521.8,42.38
2012/6/28 9:00,521.8,542.93,539.94,542.93,142
2012/6/29 9:00,542.93,537.15,514.23,537.15,15.5
2012/6/30 9:00,537.15,537.15,537.15,537.15,0
2012/7/1 9:00,537.15,537.15,537.15,537.15,0
2012/7/2 9:00,537.15,535,535,535,5
2012/7/3 9:00,535,544.85,531,531,31.14
2012/7/4 9:00,531,531.2,530.38,531.2,114.57
2012/7/5 9:00,531.2,531,511.42,531,6.48
2012/7/6 9:00,531,531,531,531,0
2012/7/7 9:00,531,541.1,541.1,541.1,10
2012/7/8 9:00,541.1,541.1,541.1,541.1,0
2012/7/9 9:00,541.1,553,536,542.51,39.71
2012/7/10 9:00,542.51,568,563.94,568,15.92
2012/7/11 9:00,568,586.55,575.21,575.21,92.53
2012/7/12 9:00,575.21,586,580,586,17.86
2012/7/13 9:00,586,586,586,586,0
2012/7/14 9:00,586,586,586,586,0
2012/7/15 9:00,586,591,591,591,0.1
2012/7/16 9:00,591,591,591,591,0
2012/7/17 9:00,591,677.32,630.07,677.32,217.45
2012/7/18 9:00,677.32,725,684.28,725,14.43
2012/7/19 9:00,725,737.53,720,737.53,53.03
2012/7/20 9:00,737.53,700,605,657.71,5451.45
2012/7/21 9:00,657.71,725,714.18,725,12.8
2012/7/22 9:00,725,725,725,725,0
2012/7/23 9:00,725,717.6,640.6,679,2126.95
2012/7/24 9:00,679,700.47,691,700.47,86.39
2012/7/25 9:00,700.47,700.47,700.47,700.47,0
2012/7/26 9:00,700.47,702.77,697.8,701.96,287.26
2012/7/27 9:00,701.96,701.96,701.96,701.96,0
2012/7/28 9:00,701.96,701.96,701.96,701.96,0
2012/7/29 9:00,701.96,702.74,702.74,702.74,4
2012/7/30 9:00,702.74,717.36,712.7,717.36,13.62
2012/7/31 9:00,717.36,726.63,709.62,709.62,72.27
2012/8/1 9:00,709.62,744.29,727.57,729,0.3244
2012/8/2 9:00,729,825,737.4,825,12.82
2012/8/3 9:00,825,837.64,836.83,837.64,5.97
2012/8/4 9:00,837.64,897.82,854,854,472.02
2012/8/5 9:00,854,854,797.28,797.28,761.17
2012/8/6 9:00,797.28,879.11,869.48,879.11,1736
2012/8/7 9:00,879.11,879.11,879.11,879.11,0
2012/8/8 9:00,879.11,888.93,873.44,888.93,74.55
2012/8/9 9:00,888.93,899.71,870,899.71,322.59
2012/8/10 9:00,899.71,916.96,891.22,913.74,4386.8
2012/8/11 9:00,913.74,913.74,913.74,913.74,0
2012/8/12 9:00,913.74,913.74,913.74,913.74,0
2012/8/13 9:00,913.74,953.33,916.26,934.97,5488.06
2012/8/14 9:00,934.97,970.45,950,970.42,2649.31
2012/8/15 9:00,970.42,999.55,976.33,999.55,2217.84
2012/8/16 9:00,999.55,1093.16,1039.62,1093.16,1388.69
2012/8/17 9:00,1093.16,1200.55,1093.45,1200.25,1859.53
2012/8/18 9:00,1200.25,975.87,897,975.87,325.35
2012/8/19 9:00,975.87,903.5,645.7,649.55,2031.12
2012/8/20 9:00,649.55,831.88,651.17,789.13,1664.1
2012/8/21 9:00,789.13,830.66,811.41,830.65,616.29
2012/8/22 9:00,830.65,810.32,775,795.73,1208.99
2012/8/23 9:00,795.73,808.25,772.68,782.56,2816.4
2012/8/24 9:00,782.56,839.91,802,839.91,2319.86
2012/8/25 9:00,839.91,848.71,830.55,848.71,135.76
2012/8/26 9:00,848.71,853.94,832.8,832.8,538.31
2012/8/27 9:00,832.8,940.91,852.73,860,2247.59
2012/8/28 9:00,860,884.08,866.63,884.08,22.73
2012/8/29 9:00,884.08,884.27,855,855,661.93
2012/8/30 9:00,855,880,842.93,842.93,714.78
2012/8/31 9:00,842.93,872.01,780,798.21,328.53
2012/9/1 9:00,798.21,800,800,800,12
2012/9/2 9:00,800,800,800,800,0
2012/9/3 9:00,800,840.33,800,836.11,276.69
2012/9/4 9:00,836.11,834.07,789.04,801.25,292.74
2012/9/5 9:00,801.25,850,804.03,850,175.06
2012/9/6 9:00,850,876.44,842.59,860,472.65
2012/9/7 9:00,860,897.62,855.04,866.31,179.23
2012/9/8 9:00,866.31,876.74,876.1,876.1,7.05
2012/9/9 9:00,876.1,897.44,856.8,897.44,133.65
2012/9/10 9:00,897.44,898.48,889.09,889.68,219.25
2012/9/11 9:00,889.68,897.74,862.43,862.43,1558.15
2012/9/12 9:00,862.43,899.39,853.64,864.4,540.13
2012/9/13 9:00,864.4,864.4,864.4,864.4,0
2012/9/14 9:00,864.4,923.27,904.53,923.27,699.64
2012/9/15 9:00,923.27,902.06,902.06,902.06,1
2012/9/16 9:00,902.06,901.44,893.86,893.86,0.511
2012/9/17 9:00,893.86,928.31,913.89,928.31,4.78
2012/9/18 9:00,928.31,960.45,932.59,960,910.24
2012/9/19 9:00,960,1005.55,951.01,971.05,301.89
2012/9/20 9:00,971.05,1007.42,964.27,970,306.89
2012/9/21 9:00,970,986.44,960,960,84.31
2012/9/22 9:00,960,970,966,967,5
2012/9/23 9:00,967,965,933,954.04,36.4
2012/9/24 9:00,954.04,985.95,936,936,901.65
2012/9/25 9:00,936,965.46,936,941.87,413.54
2012/9/26 9:00,941.87,972.33,933.02,944.6,97.53
2012/9/27 9:00,944.6,967.61,935.36,967.61,7.77
2012/9/28 9:00,967.61,985.33,964.13,964.13,176.18
2012/9/29 9:00,964.13,980.19,965,965,39.41
2012/9/30 9:00,965,975.7,960.14,975.7,35.32
2012/10/1 9:00,975.7,964,957,957,8
2012/10/2 9:00,957,995.79,956,983.33,77.36
2012/10/3 9:00,983.33,1019.92,971.57,1003.99,406.26
2012/10/4 9:00,1003.99,1034.2,1014,1034.2,14.81
2012/10/5 9:00,1034.2,1021.3,1009.71,1010.21,37.34
2012/10/6 9:00,1010.21,1000,994,994,8
2012/10/7 9:00,994,993,918.34,918.34,13.21
2012/10/8 9:00,918.34,933.38,850.75,902.18,52.14
2012/10/9 9:00,902.18,977.61,928.58,929.1,1198.21
2012/10/10 9:00,929.1,963,939,941,735.96
2012/10/11 9:00,941,962.95,945,945,547.67
2012/10/12 9:00,945,950,943,943,162.21
2012/10/13 9:00,943,952.79,951.15,952.79,6
2012/10/14 9:00,952.79,952.79,943,943,30.91
2012/10/15 9:00,943,948.39,904.63,946.22,310.14
2012/10/16 9:00,946.22,962.69,891.73,952.34,2861.36
2012/10/17 9:00,952.34,960.75,947.6,956.87,343.45
2012/10/18 9:00,956.87,959.81,909.43,909.43,979.97
2012/10/19 9:00,909.43,965.21,934.12,934.12,581.68
2012/10/20 9:00,934.12,953.62,918.31,918.31,17.47
2012/10/21 9:00,918.31,946.05,928.95,928.95,20
2012/10/22 9:00,928.95,951,935.4,945,448.24
2012/10/23 9:00,945,964.53,919,919,455.7
2012/10/24 9:00,919,959.7,931.1,950.47,543.05
2012/10/25 9:00,950.47,949.28,862.72,862.72,1456.76
2012/10/26 9:00,862.72,899.68,800,800,458.14
2012/10/27 9:00,800,850.96,805.4,850.96,51.43
2012/10/28 9:00,850.96,858.51,858,858.51,1.32
2012/10/29 9:00,858.51,877.55,850,861.16,3059.73
2012/10/30 9:00,861.16,876.79,850,876.79,488.98
2012/10/31 9:00,876.79,879.44,879.33,879.44,81.81
2012/11/1 9:00,879.44,904.57,850,850,77.6
2012/11/2 9:00,850,878.1,835.65,835.65,233.29
2012/11/3 9:00,835.65,871.4,832.1,868.11,34.65
2012/11/4 9:00,868.11,873.04,845,849.09,123.91
2012/11/5 9:00,849.09,885.2,844.9,873.93,18.14
2012/11/6 9:00,873.93,892.57,851.86,892.57,1165.37
2012/11/7 9:00,892.57,907.21,870,898,591.39
2012/11/8 9:00,898,903.75,860.66,899.97,747.23
2012/11/9 9:00,899.97,892.49,866,878.48,96.87
2012/11/10 9:00,878.48,875,864.53,875,39.31
2012/11/11 9:00,875,875,875,875,0
2012/11/12 9:00,875,893.62,865,893.62,851.57
2012/11/13 9:00,893.62,895.36,895.36,895.36,11.17
2012/11/14 9:00,895.36,895.93,880,880,125.77
2012/11/15 9:00,880,907.82,889.15,901.86,387.13
2012/11/16 9:00,901.86,961.68,894.29,961.68,121.51
2012/11/17 9:00,961.68,956.39,949.27,956.39,8.04
2012/11/18 9:00,956.39,953.64,947.91,953.64,12.9
2012/11/19 9:00,953.64,970.14,921.51,964.94,3939.49
2012/11/20 9:00,964.94,979.36,951.83,974.49,917.51
2012/11/21 9:00,974.49,983.21,929.15,973.51,1229.6
2012/11/22 9:00,973.51,1016.29,975.07,1015.72,498.93
2012/11/23 9:00,1015.72,1034.85,1025.36,1034.85,19.15
2012/11/24 9:00,1034.85,1031.34,1022.88,1031.34,12.97
2012/11/25 9:00,1031.34,1038.38,998.88,998.88,38.07
2012/11/26 9:00,998.88,1066.61,1005.45,1020,3918.6
2012/11/27 9:00,1020,1030.75,1002,1002,112.95
2012/11/28 9:00,1002,1038.09,1002,1035.56,912.26
2012/11/29 9:00,1035.56,1051.58,1039.1,1051.33,126.25
2012/11/30 9:00,1051.33,1060.71,1044.63,1045.63,340.13
2012/12/1 9:00,1045.63,1063.12,1058.85,1058.85,37.05
2012/12/2 9:00,1058.85,1059.36,1054.33,1059.36,5.67
2012/12/3 9:00,1059.36,1064.3,1048.82,1051.81,114.5
2012/12/4 9:00,1051.81,1084,1052.76,1084,199.96
2012/12/5 9:00,1084,1124.06,1055.39,1124.06,221.33
2012/12/6 9:00,1124.06,1148.04,1100,1112.92,141.96
2012/12/7 9:00,1112.92,1121.13,1096.08,1121.13,7.71
2012/12/8 9:00,1121.13,1121.13,1121.13,1121.13,0
2012/12/9 9:00,1121.13,1106.57,1099.13,1106.57,174.64
2012/12/10 9:00,1106.57,1134.16,1089.15,1134.16,1375.48
2012/12/11 9:00,1134.16,1136.86,1128.11,1136.86,410.47
2012/12/12 9:00,1136.86,1155.84,1130,1151.64,359.32
2012/12/13 9:00,1151.64,1168,1131.82,1162.71,283.74
2012/12/14 9:00,1162.71,1180.97,1111.12,1111.12,51.99
2012/12/15 9:00,1111.12,1163.16,1125.75,1125.75,15.38
