,close,high,low,open,time,volumefrom,volumeto,timestamp
120,30250,30770,30000,30580,1425081600,41.5,1258789.63,2015-02-28 09:00:00
121,30355,30880,29032,30355,1425168000,152.9,4607340.4,2015-03-01 09:00:00
122,31300,31900,25090,30880,1425254400,151.6,4650396.44,2015-03-02 09:00:00
123,33250,34300,31900,31900,1425340800,190.1,6266417.08,2015-03-03 09:00:00
124,33000,34380,28200,34210,1425427200,183.88,6159197.09,2015-03-04 09:00:00
125,33100,33430,31980,33430,1425513600,160.83,5275372.1,2015-03-05 09:00:00
126,33300,33690,32200,33100,1425600000,72.41,2385121.17,2015-03-06 09:00:00
127,32650,33090,32250,33000,1425686400,57.12,1871410.33,2015-03-07 09:00:00
128,33100,33500,32800,33090,1425772800,70.53,2339600.88,2015-03-08 09:00:00
129,35000,35400,33020,33100,1425859200,180.44,6096974.93,2015-03-09 09:00:00
130,36060,36400,35000,35000,1425945600,120.36,4313482.57,2015-03-10 09:00:00
131,35750,36080,35380,35950,1426032000,120.07,4288656.32,2015-03-11 09:00:00
132,36080,36680,35730,35840,1426118400,134.32,4859596.54,2015-03-12 09:00:00
133,36200,36490,35550,36080,1426204800,117.51,4230908.77,2015-03-13 09:00:00
134,35430,35990,34390,35990,1426291200,100.9,3522879.27,2015-03-14 09:00:00
135,34790,35480,34440,35430,1426377600,77.82,2706361.79,2015-03-15 09:00:00
136,36260,36570,34800,34800,1426464000,57.66,2060901.58,2015-03-16 09:00:00
137,35770,36480,35750,36400,1426550400,94.6,3423713.86,2015-03-17 09:00:00
138,35730,36090,31357,35770,1426636800,250.75,8771897.83,2015-03-18 09:00:00
139,31510,33180,31080,31980,1426723200,146.15,4677827.12,2015-03-19 09:00:00
140,32090,33540,31800,32480,1426809600,174.15,5678017.46,2015-03-20 09:00:00
141,32224,32521,31380,32521,1426896000,129.52,4125945.51,2015-03-21 09:00:00
142,31730,32410,31300,32224,1426982400,134.73,4284930.95,2015-03-22 09:00:00
143,32540,33000,32090,32180,1427068800,170.65,5555452.62,2015-03-23 09:00:00
144,32490,32540,29520,32540,1427155200,323.82,10139069.37,2015-03-24 09:00:00
145,30650,30660,28950,30100,1427241600,162.54,4870511.41,2015-03-25 09:00:00
146,30470,30470,29450,29800,1427328000,77.51,2323358.27,2015-03-26 09:00:00
147,30230,30570,29703,29720,1427414400,113.61,3422871.67,2015-03-27 09:00:00
148,30200,30890,29750,30230,1427500800,133.31,4052006.91,2015-03-28 09:00:00
149,30700,30700,29150,30700,1427587200,119.45,3541705.7,2015-03-29 09:00:00
150,30311,30549,29100,29300,1427673600,251.96,7545615.56,2015-03-30 09:00:00
151,30700,31000,29470,30311,1427760000,195.37,5929049.21,2015-03-31 09:00:00
152,29580,30630,29200,30000,1427846400,200.78,5955107.63,2015-04-01 09:00:00
153,29960,30670,29540,30000,1427932800,201.27,6055797.36,2015-04-02 09:00:00
154,30400,30510,29940,30354,1428019200,417.38,12637565.78,2015-04-03 09:00:00
155,30400,30700,30150,30500,1428105600,143.48,4361888.62,2015-04-04 09:00:00
156,30480,30770,30000,30400,1428192000,266.8,8113546.39,2015-04-05 09:00:00
157,31030,31490,30220,30490,1428278400,448.04,13895885.25,2015-04-06 09:00:00
158,30500,30930,30301,30680,1428364800,272.11,8312355.35,2015-04-07 09:00:00
159,29990,30750,29520,30500,1428451200,233.08,7038557.83,2015-04-08 09:00:00
160,29501,30340,29500,29990,1428537600,266.22,7945365.56,2015-04-09 09:00:00
161,29500,29900,28500,29722,1428624000,209.58,6140866.8,2015-04-10 09:00:00
162,29150,29150,28500,28500,1428710400,84.57,2432123.1,2015-04-11 09:00:00
163,29119,29371,28601,29150,1428796800,57.91,1679540.85,2015-04-12 09:00:00
164,28050,29030,27500,28610,1428883200,179.43,5153676.27,2015-04-13 09:00:00
165,26508,27888,26500,27480,1428969600,184.03,4974265.13,2015-04-14 09:00:00
166,27510,27650,26590,26590,1429056000,189.74,5174308.66,2015-04-15 09:00:00
167,27780,28570,27230,27510,1429142400,113.29,3166905.78,2015-04-16 09:00:00
168,27500,28270,27400,27860,1429228800,60.23,1669502.9,2015-04-17 09:00:00
169,27600,27800,27350,27600,1429315200,112.03,3090870.04,2015-04-18 09:00:00
170,27610,27990,27270,27690,1429401600,134.58,3723651.69,2015-04-19 09:00:00
171,27760,27880,27300,27610,1429488000,98.58,2722589.41,2015-04-20 09:00:00
172,27960,27980,27300,27490,1429574400,208.25,5747439.83,2015-04-21 09:00:00
173,28450,28810,27910,27960,1429660800,181.41,5181075.42,2015-04-22 09:00:00
174,28420,28650,28110,28420,1429747200,92.54,2631501.75,2015-04-23 09:00:00
175,28170,28580,27640,28580,1429833600,98.19,2762705.83,2015-04-24 09:00:00
176,27700,28340,27700,28170,1429920000,78.05,2183796.37,2015-04-25 09:00:00
177,26990,27810,26730,27700,1430006400,154.3,4197378.34,2015-04-26 09:00:00
178,26760,27840,26310,26990,1430092800,154.51,4133719.05,2015-04-27 09:00:00
179,27400,27960,26990,27840,1430179200,76.05,2082186.49,2015-04-28 09:00:00
180,27290,27600,27050,27220,1430265600,48.84,1332775.87,2015-04-29 09:00:00
181,28480,28644,26960,27290,1430352000,114.73,3179786.01,2015-04-30 09:00:00
182,28570,28740,28210,28420,1430438400,72.18,2053194.71,2015-05-01 09:00:00
183,28361,28620,28080,28570,1430524800,82.73,2345223.17,2015-05-02 09:00:00
184,28520,29000,28120,28520,1430611200,53.25,1517141.23,2015-05-03 09:00:00
185,28770,29000,28451,28607,1430697600,55.06,1592508.69,2015-05-04 09:00:00
186,28360,28770,28000,28770,1430784000,81.55,2311504.53,2015-05-05 09:00:00
187,28031,28630,28031,28360,1430870400,58.69,1669061.89,2015-05-06 09:00:00
188,28440,28699,27600,28031,1430956800,145.81,4064676.27,2015-05-07 09:00:00
189,28520,29390,28340,28440,1431043200,167.03,4779438.14,2015-05-08 09:00:00
190,28950,29529,28751,29390,1431129600,115.98,3382084.6,2015-05-09 09:00:00
191,29100,29419,28521,29419,1431216000,92.02,2652230.91,2015-05-10 09:00:00
192,29310,29510,28840,29100,1431302400,148.56,4335092.91,2015-05-11 09:00:00
193,29840,29850,29300,29350,1431388800,149.36,4407318.28,2015-05-12 09:00:00
194,29790,29970,29000,29840,1431475200,163.84,4853081.76,2015-05-13 09:00:00
195,28950,29280,28820,29000,1431561600,89.45,2596946.77,2015-05-14 09:00:00
196,29349,29470,28770,29010,1431648000,121.17,3521691.99,2015-05-15 09:00:00
197,29001,29360,28821,29110,1431734400,163.14,4745933.14,2015-05-16 09:00:00
198,29200,29290,28901,29001,1431820800,84.44,2458729.92,2015-05-17 09:00:00
199,29230,29340,28820,29200,1431907200,126.32,3680281.25,2015-05-18 09:00:00
200,28950,30549,28650,28900,1431993600,190.74,5541809.46,2015-05-19 09:00:00
201,28810,29220,28700,28905,1432080000,96.71,2803392.17,2015-05-20 09:00:00
202,29000,29198,28550,28810,1432166400,73.2,2116348.12,2015-05-21 09:00:00
203,29209,29209,28630,28969,1432252800,132.43,3820742.48,2015-05-22 09:00:00
204,29020,29970,28680,28680,1432339200,131.91,3851639.32,2015-05-23 09:00:00
205,29000,29199,28990,29090,1432425600,78.98,2295798.63,2015-05-24 09:00:00
206,29140,29924,28990,29150,1432512000,151.95,4460689.84,2015-05-25 09:00:00
207,29110,29529,29000,29140,1432598400,110.93,3240260.62,2015-05-26 09:00:00
208,29549,29749,28290,29350,1432684800,273.29,7999271.68,2015-05-27 09:00:00
209,29602,29899,29431,29531,1432771200,95.46,2829718.74,2015-05-28 09:00:00
210,29799,29899,29500,29899,1432857600,75.4,2229133.44,2015-05-29 09:00:00
211,29700,29799,29300,29799,1432944000,101.48,2999596.03,2015-05-30 09:00:00
212,29289,29520,29020,29370,1433030400,48.81,1430760.09,2015-05-31 09:00:00
213,29170,29400,28450,29160,1433116800,119.83,3479789.6,2015-06-01 09:00:00
214,28519,28680,28360,28499,1433203200,76.95,2190705.07,2015-06-02 09:00:00
215,28499,28860,28371,28631,1433289600,147.95,4224071.45,2015-06-03 09:00:00
216,28492,28771,28400,28499,1433376000,153.22,4379586.42,2015-06-04 09:00:00
217,28349,28618,28300,28421,1433462400,57.06,1623948.32,2015-06-05 09:00:00
218,28530,28670,28450,28618,1433548800,117.78,3365670.37,2015-06-06 09:00:00
219,28425,28658,28421,28579,1433635200,99.42,2845266.29,2015-06-07 09:00:00
220,28770,28779,28201,28242,1433721600,145.01,4140815.26,2015-06-08 09:00:00
221,28773,29229,28707,28779,1433808000,95.1,2752211.57,2015-06-09 09:00:00
222,28929,28966,28500,28773,1433894400,197.2,5672011.81,2015-06-10 09:00:00
223,28801,28940,28501,28501,1433980800,161.43,4647181.81,2015-06-11 09:00:00
224,28641,28940,28641,28745,1434067200,137.02,3949251.64,2015-06-12 09:00:00
225,28900,29221,28760,28850,1434153600,188.17,5437200.72,2015-06-13 09:00:00
226,29347,29717,29057,29151,1434240000,158.89,4655078.01,2015-06-14 09:00:00
227,29039,29359,28930,29351,1434326400,306.94,8942421.91,2015-06-15 09:00:00
228,29846,31290,29040,29040,1434412800,274.94,8233321.45,2015-06-16 09:00:00
229,31945,32244,30970,31158,1434499200,225.15,7130257.81,2015-06-17 09:00:00
230,30750,31485,30350,31020,1434585600,211.25,6518851.04,2015-06-18 09:00:00
231,30612,31486,30360,30880,1434672000,236.42,7297826.02,2015-06-19 09:00:00
232,30260,30470,29830,30389,1434758400,135.92,4094434.03,2015-06-20 09:00:00
233,30120,30380,29910,30230,1434844800,191.99,5778038.08,2015-06-21 09:00:00
234,30671,30918,30251,30251,1434931200,230.69,7040222.1,2015-06-22 09:00:00
235,30460,31161,30218,30840,1435017600,108.23,3317496.83,2015-06-23 09:00:00
236,30188,30698,30080,30478,1435104000,156.63,4757143.99,2015-06-24 09:00:00
237,30031,30666,30000,30568,1435190400,241.2,7292872.94,2015-06-25 09:00:00
238,30081,30498,29999,30110,1435276800,263.72,7963702.89,2015-06-26 09:00:00
239,30940,31000,30060,30081,1435363200,217.01,6623524.88,2015-06-27 09:00:00
240,30854,31440,30645,30935,1435449600,228.42,7090306.85,2015-06-28 09:00:00
241,31830,31833,30801,30854,1435536000,230.45,7184434.49,2015-06-29 09:00:00
242,32914,33540,31602,31830,1435622400,564.17,18481046.46,2015-06-30 09:00:00
243,32365,33250,31451,32914,1435708800,436.06,14182419.14,2015-07-01 09:00:00
244,32565,33190,31610,32365,1435795200,542.35,17656320.18,2015-07-02 09:00:00
245,31715,33600,31321,32255,1435881600,852.42,27551910.85,2015-07-03 09:00:00
246,31850,32520,31516,31850,1435968000,153.42,4891136.28,2015-07-04 09:00:00
247,32718,34390,32066,32320,1436054400,392.76,13044339.89,2015-07-05 09:00:00
248,34149,35000,33181,33561,1436140800,868.98,29625304.73,2015-07-06 09:00:00
249,33310,34180,32811,33785,1436227200,515.44,17275284.61,2015-07-07 09:00:00
250,33290,34183,32745,33300,1436313600,663.86,22213638.49,2015-07-08 09:00:00
251,33540,33919,33220,33404,1436400000,487.59,16323127.67,2015-07-09 09:00:00
252,33430,37870,33250,33430,1436486400,903.31,32047861.35,2015-07-10 09:00:00
253,36370,36980,35100,35220,1436572800,501.88,18273661.35,2015-07-11 09:00:00
254,38435,39000,36410,36833,1436659200,595.13,22513187.42,2015-07-12 09:00:00
255,35480,39000,34900,38760,1436745600,709.01,26624235.71,2015-07-13 09:00:00
256,36830,37639,35833,36150,1436832000,408.51,14851756.91,2015-07-14 09:00:00
257,35625,36649,35281,36399,1436918400,265.06,9529012.12,2015-07-15 09:00:00
258,34491,36328,34210,35329,1437004800,685.54,24001784.05,2015-07-16 09:00:00
259,34628,35034,34004,34432,1437091200,638.14,22095711.72,2015-07-17 09:00:00
260,34610,35398,34400,34707,1437177600,444.57,15427864.2,2015-07-18 09:00:00
261,34365,34786,34100,34492,1437264000,254.32,8742407.88,2015-07-19 09:00:00
262,34785,34945,34000,34119,1437350400,396.73,13719384.93,2015-07-20 09:00:00
263,34799,35600,34500,34900,1437436800,411.08,14388732.95,2015-07-21 09:00:00
264,34546,35099,34106,34546,1437523200,455.14,15732659.97,2015-07-22 09:00:00
265,34598,35200,34333,34498,1437609600,443.02,15394177.97,2015-07-23 09:00:00
266,34879,35695,34350,34598,1437696000,524.56,18332903.38,2015-07-24 09:00:00
267,35979,36325,35231,35464,1437782400,432.97,15405904.9,2015-07-25 09:00:00
268,35792,36695,35560,35857,1437868800,275.83,9925777.14,2015-07-26 09:00:00
269,36280,36690,35592,36142,1437955200,498.06,17935066.62,2015-07-27 09:00:00
270,36516,36999,36253,36477,1438041600,462.16,16894434.22,2015-07-28 09:00:00
271,36430,36672,35762,36519,1438128000,469.71,16974967.75,2015-07-29 09:00:00
272,36273,36324,35810,35952,1438214400,589.33,21236736.32,2015-07-30 09:00:00
273,35600,36266,35180,35905,1438300800,540.96,19325050.3,2015-07-31 09:00:00
274,34785,35657,34100,35650,1438387200,515.46,17902186.3,2015-08-01 09:00:00
275,34826,35000,33914,34795,1438473600,285.39,9854743.82,2015-08-02 09:00:00
276,35236,35496,34754,34981,1438560000,433.95,15243913.29,2015-08-03 09:00:00
277,35539,35751,35001,35102,1438646400,453.79,16046487.92,2015-08-04 09:00:00
278,35443,35999,35100,35360,1438732800,330.64,11764334.27,2015-08-05 09:00:00
279,34775,35470,34667,35100,1438819200,366.58,12849352.17,2015-08-06 09:00:00
280,35100,35300,34500,34949,1438905600,253.42,8857016.37,2015-08-07 09:00:00
281,33986,35207,32617,34850,1438992000,468.33,16001850.68,2015-08-08 09:00:00
282,33018,33462,32164,32710,1439078400,316.71,10435665.61,2015-08-09 09:00:00
283,33666,33700,32895,33018,1439164800,267.3,8944010.21,2015-08-10 09:00:00
284,33560,33905,33027,33450,1439251200,423.8,14152520.9,2015-08-11 09:00:00
285,33785,34404,33544,33905,1439337600,573.66,19428655.75,2015-08-12 09:00:00
286,33410,34265,33044,33858,1439424000,388.21,12974307.89,2015-08-13 09:00:00
287,33556,33851,33108,33310,1439510400,242.68,8110516.69,2015-08-14 09:00:00
288,33441,33710,32741,33441,1439596800,537.62,17868812.14,2015-08-15 09:00:00
289,32510,32848,32007,32826,1439683200,254.55,8246317.22,2015-08-16 09:00:00
290,32450,32667,32235,32450,1439769600,271.51,8787084.49,2015-08-17 09:00:00
291,32110,32416,31324,32416,1439856000,350.25,11186667.92,2015-08-18 09:00:00
292,29550,31324,28750,31324,1439942400,1866.01,55385191.12,2015-08-19 09:00:00
293,29183,30061,28858,28892,1440028800,330.11,9704577.8,2015-08-20 09:00:00
294,29752,29916,28966,29719,1440115200,641.49,18784886.14,2015-08-21 09:00:00
295,29005,29447,27892,29034,1440201600,326.86,9392013.9,2015-08-22 09:00:00
296,28771,29193,28180,28828,1440288000,301.2,8624910.0,2015-08-23 09:00:00
297,27501,28678,25823,28340,1440374400,1312.1,35489689.73,2015-08-24 09:00:00
298,27641,28100,24322,25958,1440460800,1234.17,31726191.5,2015-08-25 09:00:00
299,27913,28749,27052,27440,1440547200,327.16,9151554.85,2015-08-26 09:00:00
300,27781,28808,27713,28029,1440633600,410.62,11527671.99,2015-08-27 09:00:00
301,28586,28974,27448,27721,1440720000,366.66,10294801.07,2015-08-28 09:00:00
302,28451,28900,28190,28680,1440806400,374.81,10696964.55,2015-08-29 09:00:00
303,28181,28723,27921,28320,1440892800,393.83,11193992.33,2015-08-30 09:00:00
304,28562,28752,27957,28176,1440979200,464.26,13149563.41,2015-08-31 09:00:00
305,28105,28700,27732,28551,1441065600,330.22,9304107.63,2015-09-01 09:00:00
306,28221,28363,27801,27951,1441152000,296.41,8321515.04,2015-09-02 09:00:00
307,27735,28366,27696,28261,1441238400,588.98,16509795.72,2015-09-03 09:00:00
308,27943,28159,27674,27739,1441324800,296.82,8290018.35,2015-09-04 09:00:00
309,28490,28600,27800,28030,1441411200,284.83,7991695.45,2015-09-05 09:00:00
310,29107,29322,28350,28449,1441497600,276.02,7999432.46,2015-09-06 09:00:00
311,29022,29247,28918,29107,1441584000,362.74,10529784.35,2015-09-07 09:00:00
312,29431,29597,28960,29040,1441670400,827.49,24255464.02,2015-09-08 09:00:00
313,29301,29496,28899,29431,1441756800,567.07,16566342.2,2015-09-09 09:00:00
314,28975,29358,28750,28926,1441843200,427.96,12416025.57,2015-09-10 09:00:00
315,29300,29496,29192,29242,1441929600,230.49,6760652.6,2015-09-11 09:00:00
316,29282,29399,28757,29372,1442016000,347.21,10110458.64,2015-09-12 09:00:00
317,28379,28884,27955,28838,1442102400,277.06,7887818.09,2015-09-13 09:00:00
318,28049,28436,27820,28018,1442188800,529.52,14843633.78,2015-09-14 09:00:00
319,28201,28401,27972,28325,1442275200,288.59,8129736.08,2015-09-15 09:00:00
320,27829,28246,27700,28020,1442361600,486.52,13590506.97,2015-09-16 09:00:00
321,27956,28618,27780,27811,1442448000,369.77,10408245.93,2015-09-17 09:00:00
322,28290,28539,28045,28488,1442534400,306.85,8681546.8,2015-09-18 09:00:00
323,27958,28365,27834,28196,1442620800,466.42,13039747.93,2015-09-19 09:00:00
324,27919,28108,27830,27905,1442707200,251.11,7004075.06,2015-09-20 09:00:00
325,27572,28078,27323,28009,1442793600,378.5,10452694.48,2015-09-21 09:00:00
326,27636,28093,27205,27533,1442880000,740.7,20492713.84,2015-09-22 09:00:00
327,27757,27989,27628,27649,1442966400,325.31,9024740.42,2015-09-23 09:00:00
328,28202,28399,27737,27745,1443052800,476.41,13349763.31,2015-09-24 09:00:00
329,28501,28850,28216,28216,1443139200,376.48,10763623.53,2015-09-25 09:00:00
330,28401,28557,28292,28508,1443225600,266.4,7576767.95,2015-09-26 09:00:00
331,28293,28513,28239,28418,1443312000,233.76,6634340.94,2015-09-27 09:00:00
332,28900,28900,28204,28244,1443398400,510.42,14635164.18,2015-09-28 09:00:00
333,28738,28900,28517,28738,1443484800,362.49,10416639.18,2015-09-29 09:00:00
334,28985,29160,28600,28656,1443571200,382.0,11023548.38,2015-09-30 09:00:00
335,29140,29181,28736,28965,1443657600,192.42,5578073.66,2015-10-01 09:00:00
336,29119,29194,28772,28998,1443744000,519.66,15054208.97,2015-10-02 09:00:00
337,28930,29199,28903,28930,1443830400,128.4,3731761.39,2015-10-03 09:00:00
338,29112,29187,28880,29041,1443916800,258.84,7516548.37,2015-10-04 09:00:00
339,29024,29202,28900,28960,1444003200,402.55,11693016.83,2015-10-05 09:00:00
340,29896,30000,29152,29170,1444089600,472.21,13939491.57,2015-10-06 09:00:00
341,29658,29950,29599,29790,1444176000,407.47,12097563.99,2015-10-07 09:00:00
342,29460,29684,29319,29658,1444262400,246.43,7277760.13,2015-10-08 09:00:00
343,29482,29660,29394,29457,1444348800,271.17,7999605.88,2015-10-09 09:00:00
344,29495,29799,29442,29549,1444435200,251.28,7428958.14,2015-10-10 09:00:00
345,29934,30139,29497,29754,1444521600,355.26,10575007.63,2015-10-11 09:00:00
346,29868,30231,28656,30125,1444608000,753.14,22409088.73,2015-10-12 09:00:00
347,29545,30178,29300,29545,1444694400,916.37,27293828.63,2015-10-13 09:00:00
348,30478,30600,29927,29980,1444780800,519.01,15660251.93,2015-10-14 09:00:00
349,30511,30700,30170,30398,1444867200,455.99,13894213.85,2015-10-15 09:00:00
350,31925,31950,30447,30447,1444953600,621.52,19422588.82,2015-10-16 09:00:00
351,32399,32894,31442,31497,1445040000,1426.73,46013207.39,2015-10-17 09:00:00
352,31700,32599,31413,32553,1445126400,797.15,25643814.72,2015-10-18 09:00:00
353,31786,31936,31498,31690,1445212800,417.34,13251763.52,2015-10-19 09:00:00
354,32539,32650,31734,31908,1445299200,431.88,13857811.1,2015-10-20 09:00:00
355,32256,32865,31847,32539,1445385600,769.26,24880342.85,2015-10-21 09:00:00
356,33091,33371,32110,32190,1445472000,821.53,27014094.93,2015-10-22 09:00:00
357,33311,33750,33091,33091,1445558400,583.65,19504874.62,2015-10-23 09:00:00
358,33998,34250,33605,33750,1445644800,552.65,18786978.07,2015-10-24 09:00:00
359,34500,35894,34185,34250,1445731200,971.07,34091470.17,2015-10-25 09:00:00
360,34175,34942,33801,34940,1445817600,804.56,27706740.27,2015-10-26 09:00:00
361,34963,35856,34459,34519,1445904000,1025.26,36134490.96,2015-10-27 09:00:00
362,36276,37031,35441,35597,1445990400,1113.27,40503998.64,2015-10-28 09:00:00
363,37980,38439,36444,36785,1446076800,1814.21,67701617.12,2015-10-29 09:00:00
364,38562,40490,37875,37976,1446163200,4087.69,160424949.65,2015-10-30 09:00:00
365,39741,40348,36999,39632,1446249600,1915.32,73819443.35,2015-10-31 09:00:00
366,38292,39590,36800,37680,1446336000,1344.74,50886341.12,2015-11-01 09:00:00
367,40670,44599,38508,39390,1446422400,2413.7,97880386.64,2015-11-02 09:00:00
368,45794,51150,43500,43671,1446508800,2588.9,119903617.31,2015-11-03 09:00:00
369,62300,65233,44933,48876,1446595200,3501.46,193423518.39,2015-11-04 09:00:00
370,50602,58749,45234,52001,1446681600,1090.07,55681955.75,2015-11-05 09:00:00
371,47030,49381,44000,47940,1446768000,869.42,40476177.53,2015-11-06 09:00:00
372,47666,49450,46229,46440,1446854400,879.83,42457949.75,2015-11-07 09:00:00
373,47022,49167,46505,48578,1446940800,445.81,21517416.48,2015-11-08 09:00:00
374,47204,48598,45450,47022,1447027200,808.23,38223253.8,2015-11-09 09:00:00
375,42124,48150,41428,47603,1447113600,2205.21,99836159.46,2015-11-10 09:00:00
376,42500,42572,37568,42500,1447200000,2189.96,86958824.76,2015-11-11 09:00:00
377,41284,43377,38650,38650,1447286400,1941.13,80614498.35,2015-11-12 09:00:00
378,42588,42588,40511,41910,1447372800,1102.35,45853869.12,2015-11-13 09:00:00
379,41698,42132,40809,41800,1447459200,463.97,19254002.54,2015-11-14 09:00:00
380,41329,41765,39100,41253,1447545600,964.44,39062596.43,2015-11-15 09:00:00
381,39801,41314,39311,39750,1447632000,1191.46,47835184.75,2015-11-16 09:00:00
382,41209,42169,40902,41194,1447718400,1053.84,43778548.88,2015-11-17 09:00:00
383,41313,41699,39000,41335,1447804800,924.88,38087875.35,2015-11-18 09:00:00
384,41308,41640,40002,41640,1447891200,735.99,30154867.96,2015-11-19 09:00:00
385,39781,40324,38501,40200,1447977600,1154.65,45692630.24,2015-11-20 09:00:00
386,40369,40750,39677,39889,1448064000,754.22,30413330.4,2015-11-21 09:00:00
387,40164,40585,39808,40560,1448150400,479.54,19298299.4,2015-11-22 09:00:00
388,39828,40469,39762,40164,1448236800,887.79,35589394.05,2015-11-23 09:00:00
389,39431,40154,39283,39828,1448323200,546.21,21647911.26,2015-11-24 09:00:00
390,39189,40700,38894,39300,1448409600,844.34,33510472.27,2015-11-25 09:00:00
391,40999,45500,40215,40215,1448496000,1577.7,67160331.77,2015-11-26 09:00:00
392,44300,44679,42852,43602,1448582400,786.46,34465945.4,2015-11-27 09:00:00
393,43598,44337,43300,44337,1448668800,645.91,28209178.22,2015-11-28 09:00:00
394,44501,45850,43606,43737,1448755200,705.63,31320808.11,2015-11-29 09:00:00
395,46177,47190,44799,45627,1448841600,1594.39,73970992.85,2015-11-30 09:00:00
396,44589,47000,43726,46580,1448928000,1497.95,67450696.56,2015-12-01 09:00:00
397,44199,44801,42988,44604,1449014400,1621.7,71016492.13,2015-12-02 09:00:00
398,44179,45665,43756,44365,1449100800,1520.26,67875571.73,2015-12-03 09:00:00
399,44340,44848,43502,44179,1449187200,1074.01,47527474.98,2015-12-04 09:00:00
400,45679,48359,44623,44623,1449273600,1190.02,55103461.83,2015-12-05 09:00:00
401,49842,50200,47635,47745,1449360000,1941.43,94818559.43,2015-12-06 09:00:00
402,48384,49603,47519,48909,1449446400,1523.03,74232827.3,2015-12-07 09:00:00
403,48650,50000,48001,48854,1449532800,794.31,38796992.35,2015-12-08 09:00:00
404,51692,51969,49933,49933,1449619200,1658.99,85016378.58,2015-12-09 09:00:00
405,50705,51301,50129,51192,1449705600,1212.23,61323058.58,2015-12-10 09:00:00
406,54927,55079,50610,50652,1449792000,1987.81,104846757.25,2015-12-11 09:00:00
407,51280,57948,49202,54927,1449878400,1713.76,92003818.78,2015-12-12 09:00:00
408,52577,53357,51507,52903,1449964800,422.14,22247574.9,2015-12-13 09:00:00
409,53864,54184,51800,52707,1450051200,476.61,25523680.59,2015-12-14 09:00:00
410,55657,56999,53864,53864,1450137600,563.46,31308481.78,2015-12-15 09:00:00
411,55665,56690,54000,56500,1450224000,551.55,30806348.69,2015-12-16 09:00:00
412,55956,56103,55105,55665,1450310400,469.76,26197520.88,2015-12-17 09:00:00
413,55957,56544,55750,55956,1450396800,431.3,24179534.02,2015-12-18 09:00:00
414,55968,56552,55531,55979,1450483200,243.68,13653362.51,2015-12-19 09:00:00
415,53660,56048,53125,55968,1450569600,472.46,25954628.96,2015-12-20 09:00:00
416,52896,53733,51650,52896,1450656000,647.82,34225631.89,2015-12-21 09:00:00
417,52699,53554,52671,52976,1450742400,340.28,18046387.08,2015-12-22 09:00:00
418,53444,53645,52699,52699,1450828800,224.32,11954328.75,2015-12-23 09:00:00
419,54877,55174,53340,53444,1450915200,407.21,22265273.36,2015-12-24 09:00:00
420,54788,55180,54210,54877,1451001600,259.97,14182387.88,2015-12-25 09:00:00
421,49441,54789,49156,54788,1451088000,973.88,50284712.42,2015-12-26 09:00:00
422,49348,50955,49256,49348,1451174400,538.03,27041822.18,2015-12-27 09:00:00
423,51436,51662,50322,51436,1451260800,596.43,30520744.17,2015-12-28 09:00:00
424,51885,51885,50332,50332,1451347200,413.03,21025583.07,2015-12-29 09:00:00
425,51854,52068,50876,51854,1451433600,396.44,20434450.92,2015-12-30 09:00:00
426,51686,51770,50396,51265,1451520000,303.54,15490352.84,2015-12-31 09:00:00
427,52311,52394,51544,51686,1451606400,351.11,18241089.25,2016-01-01 09:00:00
428,52064,52224,51960,52153,1451692800,169.28,8819158.21,2016-01-02 09:00:00
429,51461,52064,51053,52064,1451779200,327.83,16907198.37,2016-01-03 09:00:00
430,51284,51800,51230,51461,1451865600,295.46,15221637.33,2016-01-04 09:00:00
431,51387,51910,51337,51799,1451952000,297.85,15361205.59,2016-01-05 09:00:00
432,51316,51387,50936,51387,1452038400,280.41,14337284.12,2016-01-06 09:00:00
433,53309,53814,51118,51316,1452124800,927.63,48968711.46,2016-01-07 09:00:00
434,53441,54747,52793,53802,1452211200,723.88,38973211.17,2016-01-08 09:00:00
435,52807,53441,52634,53441,1452297600,324.61,17146162.12,2016-01-09 09:00:00
436,52339,52832,51894,52807,1452384000,453.94,23695296.11,2016-01-10 09:00:00
437,53038,53038,52295,52339,1452470400,444.36,23456051.69,2016-01-11 09:00:00
438,52734,53073,52339,52734,1452556800,427.33,22500308.65,2016-01-12 09:00:00
439,50864,52389,50113,52389,1452643200,412.15,20907323.21,2016-01-13 09:00:00
440,51003,51262,50666,50864,1452729600,542.72,27660315.04,2016-01-14 09:00:00
441,50399,51003,22500,50399,1452816000,1132.1,53540565.27,2016-01-15 09:00:00
442,42907,45461,41000,42907,1452902400,418.19,18050142.34,2016-01-16 09:00:00
443,44878,46379,44878,45179,1452988800,294.01,13456093.02,2016-01-17 09:00:00
444,45844,45868,44600,45868,1453075200,461.96,20986726.19,2016-01-18 09:00:00
445,45691,45844,44910,45844,1453161600,287.9,13117954.22,2016-01-19 09:00:00
446,47707,49590,44925,44928,1453248000,803.21,37661822.61,2016-01-20 09:00:00
447,48652,49741,48420,49507,1453334400,439.62,21583366.19,2016-01-21 09:00:00
448,44978,48652,44501,48652,1453420800,476.42,22207686.82,2016-01-22 09:00:00
449,46447,46741,44978,44978,1453507200,391.72,18105150.17,2016-01-23 09:00:00
450,47559,48360,45974,46447,1453593600,394.24,18712960.83,2016-01-24 09:00:00
