0.673795  0.000000
0.690852  0.000000
0.708341  0.000000
0.726273  0.000000
0.744658  0.000000
0.763509  0.000000
0.782838  0.000000
0.802655  0.000000
0.822975  0.000000
0.843808  0.000000
0.865170  0.000000
0.887071  0.000000
0.909528  0.000000
0.932553  0.000000
0.956160  0.000000
0.980366  0.000000
1.005184  0.000000
1.030630  0.000000
1.056720  0.000000
1.083471  0.000000
1.110900  0.000000
1.139022  0.000000
1.167857  0.000000
1.197421  0.000000
1.227734  0.000000
1.258814  0.000000
1.290681  0.000000
1.323355  0.000000
1.356856  0.000000
1.391205  0.000000
1.426423  0.000000
1.462533  0.000000
1.499558  0.000000
1.537519  0.000000
1.576442  0.000000
1.616349  0.000000
1.657268  0.000000
1.699221  0.000000
1.742237  0.000000
1.786342  0.000000
1.831564  0.000000
1.877930  0.000000
1.925470  0.000000
1.974214  0.000000
2.024191  0.000000
2.075434  0.000000
2.127974  0.000000
2.181844  0.000000
2.237077  0.000000
2.293709  0.000000
2.351775  0.000000
2.411310  0.000000
2.472353  0.000000
2.534941  0.000000
2.599113  0.000000
2.664910  0.000000
2.732372  0.000000
2.801543  0.000000
2.872464  0.000000
2.945181  0.000000
3.019738  0.000000
3.096183  0.000000
3.174564  0.000000
3.254928  0.000000
3.337327  0.000000
3.421812  0.000000
3.508435  0.000000
3.597252  0.000000
3.688317  0.000000
3.781687  0.000000
3.877421  0.000000
3.975578  0.000000
4.076220  0.000000
4.179410  0.000000
4.285213  0.000000
4.393693  0.000000
4.504920  0.000000
4.618963  0.000000
4.735892  0.000000
4.855782  0.000000
4.978707  0.000000
5.104743  0.000000
5.233971  0.000000
5.366469  0.000000
5.502322  0.000000
5.641614  0.000000
5.784432  0.000000
5.930866  0.000000
6.081006  0.000000
6.234948  0.000000
6.392786  0.000000
6.554620  0.000000
6.720551  0.000000
6.890683  0.000000
7.065121  0.000000
7.243976  0.000000
7.427358  0.000000
7.615382  0.000000
7.808167  0.000000
8.005831  0.000000
8.208500  0.000000
8.416299  0.000000
8.629359  0.000000
8.847812  0.000000
9.071795  0.000000
9.301449  0.000000
9.536916  0.000000
9.778344  0.000000
10.025884  0.000000
10.279691  0.000000
10.539922  0.000000
10.806742  0.000000
11.080316  0.000000
11.360815  0.000000
11.648416  0.000000
11.943297  0.000000
12.245643  0.000000
12.555643  0.000000
12.873490  0.000000
13.199384  0.000000
13.533528  0.000000
13.876131  0.000000
14.227407  0.000000
14.587576  0.000000
14.956862  0.000000
15.335497  0.000000
15.723717  0.000000
16.121764  0.000000
16.529889  0.000000
16.948345  0.000000
17.377394  0.000000
17.817305  0.000000
18.268352  0.000000
18.730818  0.000000
19.204991  0.000001
19.691168  0.000001
20.189652  0.000002
20.700755  0.000002
21.224797  0.000004
21.762106  0.000005
22.313016  0.000008
22.877873  0.000012
23.457029  0.000017
24.050846  0.000025
24.659696  0.000036
25.283960  0.000053
25.924026  0.000076
26.580296  0.000109
27.253179  0.000156
27.943097  0.000221
28.650480  0.000313
29.375770  0.000441
30.119421  0.000618
30.881898  0.000861
31.663677  0.001194
32.465247  0.001646
33.287108  0.002260
34.129776  0.003085
34.993775  0.004190
35.879647  0.005662
36.787944  0.007611
37.719235  0.010178
38.674102  0.013541
39.653142  0.017920
40.656966  0.023592
41.686202  0.030896
42.741493  0.040252
43.823499  0.052167
44.932896  0.067255
46.070378  0.086256
47.236655  0.110048
48.432457  0.139672
49.658530  0.176351
50.915642  0.221508
52.204578  0.276790
53.526143  0.344091
54.881164  0.425562
56.270487  0.523639
57.694981  0.641049
59.155536  0.780824
60.653066  0.946311
62.188506  1.141164
63.762815  1.369346
65.376979  1.635117
67.032005  1.943008
68.728928  2.297805
70.468809  2.704506
72.252735  3.168284
74.081822  3.694440
75.957212  4.288350
77.880078  4.955401
79.851622  5.700941
81.873075  6.530203
83.945702  7.448255
86.070798  8.459927
88.249690  9.569764
90.483742  10.781969
92.774349  12.100360
95.122942  13.528334
97.530991  15.068843
100.000000  16.724374
102.531512  18.496952
105.127110  20.388141
107.788415  22.399062
110.517092  24.530422
113.314845  26.782551
116.183424  29.155442
119.124622  31.648804
122.140276  34.262114
125.232272  36.994673
128.402542  39.845666
131.653067  42.814214
134.985881  45.899431
138.403065  49.100476
141.906755  52.416593
145.499141  55.847158
149.182470  59.391710
152.959042  63.049979
156.831219  66.821911
